post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,meta:_aioseo_title,meta:_aioseo_description,meta:_aioseo_keywords,meta:_aioseo_og_title,meta:_aioseo_og_description,meta:_aioseo_twitter_title,meta:_aioseo_og_article_tags,meta:_aioseo_twitter_description,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_gabarity-krovati-mm,attribute_data:pa_gabarity-krovati-mm,attribute_default:pa_gabarity-krovati-mm,attribute:pa_gipoallergennye-napolniteli,attribute_data:pa_gipoallergennye-napolniteli,attribute_default:pa_gipoallergennye-napolniteli,attribute:pa_kreplenie,attribute_data:pa_kreplenie,attribute_default:pa_kreplenie,attribute:pa_mozhno-skrutit-v-rulon,attribute_data:pa_mozhno-skrutit-v-rulon,attribute_default:pa_mozhno-skrutit-v-rulon,attribute:pa_nagruzka,attribute_data:pa_nagruzka,attribute_default:pa_nagruzka,attribute:pa_razmer,attribute_data:pa_razmer,attribute_default:pa_razmer,attribute:pa_razmer-spalnogo-mesta-sm,attribute_data:pa_razmer-spalnogo-mesta-sm,attribute_default:pa_razmer-spalnogo-mesta-sm,attribute:pa_skruchen-v-rulon,attribute_data:pa_skruchen-v-rulon,attribute_default:pa_skruchen-v-rulon,attribute:pa_vysota,attribute_data:pa_vysota,attribute_default:pa_vysota,attribute:pa_vysota-izgolovya,attribute_data:pa_vysota-izgolovya,attribute_default:pa_vysota-izgolovya,attribute:pa_vysota-nozhki,attribute_data:pa_vysota-nozhki,attribute_default:pa_vysota-nozhki,attribute:pa_zhestkost,attribute_data:pa_zhestkost,attribute_default:pa_zhestkost,attribute:pa_zhestkost-storon,attribute_data:pa_zhestkost-storon,attribute_default:pa_zhestkost-storon
"Кровать Виола",viola,,512,,"<div class=""product_subtitle"">ОПИСАНИЕ</div>
<p>Классическая модель с рамкой и декоративным тафтингом. Фронтальная царга является продолжением изголовья, что создает ощущение законченности образа кровати. Изысканный дизайн несомненно подчеркнет индивидуальность вашего интерьера. Комплектуется вместительной системой хранения на безопасных и усиленных газовых механизмах подъема.</p>
<div class=""product_subtitle"">ОПИСАНИЕ</div>
<p>Классическая модель с рамкой и декоративным тафтингом. Фронтальная царга является продолжением изголовья, что создает ощущение законченности образа кровати. Изысканный дизайн несомненно подчеркнет индивидуальность вашего интерьера. Комплектуется вместительной системой хранения на безопасных и усиленных газовых механизмах подъема.</p>
<div class=""product_subtitle"">ТЕХНИЧЕСКИЕ ХАРАКТЕРИСТИКИ</div>
<strong>Комплектация</strong>: система хранения с ящиком для белья глубиной 15 см
<strong>Материал каркаса и б/я</strong>: ДСП, ЛДСП, фанера березовая влагостойкая, МДФ, ДВП
<strong>Реечное основание</strong>: разборное
<strong>Подъемный механизм</strong>: EKSAN 142RSD усиленный производство Турция
<strong>Ножки</strong>: пластик, высота 6 см
<strong>Обивка на выбор</strong>: велюр, рогожка
<div class=""beds__desc"">
<div class=""image"" style=""margin: 0 auto;""><img class=""alignnone wp-image-493 size-full"" src=""http://naturavera.org/wp-content/themes/storefront-child/assets/img/icons-card/bads-cloth.png"" alt="""" width=""1513"" height=""580""></div>
</div>",publish,,240,"2021-11-18 00:13:27",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/viola1-scaled.jpg ! alt :  ! title : виола1 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/viola-inrterer-scaled.jpg ! alt :  ! title : Виола инртерьер ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/viola2-scaled.jpg ! alt :  ! title : виола2 ! desc :  ! caption : ",,https://naturavera.org/product/viola/,0,"Naturavera #post_title #separator_saтовары для сна по разумным ценам","Naturavera #post_title #separator_saтовары высокого качества. Для покупки по оптовым ценам звоните по телефону  7-495-105-92-94#post_excerpt",,,,,,,simple,,Кровати,,,"1605 х 1100 х 2170|1805 х 1100 х 2170|2005 х 1100 х 2170",1|1|0,,,,,,,,,,,,,,,,,"140 x 200|160 x 200|180 x 200",0|1|0,,,,,,,,110см,2|0|0,,6см,4|0|0,,,,,,,
"Кровать Милана",milana,,520,,"<div class=""product_subtitle"">ОПИСАНИЕ</div>
<p>Мягкая кровать Милана с косыми геометрическими линиями на изголовье. Эта кровать идеально впишется в современный интерьер, подойдёт к стилям Минимализм, Хай-тек, Лофт. Комплектуется вместительной системой хранения на безопасных и прочных газовых механизмах подъема.</p>
<div class=""product_subtitle"">ТЕХНИЧЕСКИЕ ХАРАКТЕРИСТИКИ</div>
<strong>Комплектация</strong>: система хранения с ящиком для белья глубиной 15 см
<strong>Материал каркаса и б/я</strong>: ДСП, ЛДСП, фанера березовая влагостойкая, ДВП
<strong>Реечное основание</strong>: разборное
<strong>Подъемный механизм</strong>: EKSAN 142RSD усиленный
производство Турция
<strong>Ножки</strong>: пластик, высота 6 см
<strong>Обивка на выбор</strong>: велюр, рогожка
<div class=""beds__desc"">
<div class=""image"" style=""margin: 0 auto;""><img class=""alignnone wp-image-493 size-full"" src=""http://naturavera.org/wp-content/themes/storefront-child/assets/img/icons-card/bads-cloth.png"" alt="""" width=""1513"" height=""580""></div>
</div>",publish,,250,"2021-11-18 00:49:40",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/milana1-scaled.jpg ! alt :  ! title : милана1 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/milana-interer-scaled.jpg ! alt :  ! title : Милана интерьер ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/milana2-scaled.jpg ! alt :  ! title : милана2 ! desc :  ! caption : ",,https://naturavera.org/product/milana/,0,"Naturavera #post_title #separator_saтовары для сна по разумным ценам","Naturavera #post_title #separator_saтовары высокого качества. Для покупки по оптовым ценам звоните по телефону  7-495-105-92-94#post_excerpt",,,,,,,simple,,Кровати,,,"1510 х 1120 х 2160|1710 х 1120 х 2160|1910 х 1120 х 2160",1|1|0,,,,,,,,,,,,,,,,,"140 x 200|160 x 200|180 x 200",0|1|0,,,,,,,,112см,2|0|0,,6см,3|0|0,,,,,,,
"Кровать Модена",modena,,525,,"<div class=""product_subtitle"">ОПИСАНИЕ</div>
<p>Лаконичный и универсальный дизайн кровати Модена с правильными прямоугольными формами придаст спальне завершенный вид. Вертикальные строчки с углублением визуально делают изголовье выше, тем самым добавляя высоты пространству комнаты. Комплектуется вместительной системой хранения на безопасных и прочных газовых механизмах подъема.</p>
<div class=""product_subtitle"">ТЕХНИЧЕСКИЕ ХАРАКТЕРИСТИКИ</div>
<strong>Комплектация</strong>: система хранения с ящиком для белья глубиной 15 см
<strong>Материал каркаса и б/я</strong>: ДСП, ЛДСП, фанера березовая влагостойкая, ДВП
<strong>Реечное основание</strong>: цельнотянутое сварное ViaFerrata
<strong>Подъемный механизм</strong>: Летто   газлифт Stabilus (ViaFerrata. Германия)
<strong>Ножки</strong>: пластик, высота 6 см
<strong>Обивка на выбор</strong>: велюр, рогожка
<div class=""beds__desc"">
<div class=""image"" style=""margin: 0 auto;""><img class=""alignnone wp-image-493 size-full"" src=""http://naturavera.org/wp-content/themes/storefront-child/assets/img/icons-card/bads-cloth.png"" alt="""" width=""1513"" height=""580""></div>
</div>",publish,,260,"2021-11-18 00:54:05",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/modena1-scaled.jpg ! alt :  ! title : Модена1 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/modena-interer-scaled.jpg ! alt :  ! title : Модена интерьер ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/modena2-scaled.jpg ! alt :  ! title : Модена2 ! desc :  ! caption : ",,https://naturavera.org/product/modena/,0,"Naturavera #post_title #separator_saтовары для сна по разумным ценам","Naturavera #post_title #separator_saтовары высокого качества. Для покупки по оптовым ценам звоните по телефону  7-495-105-92-94#post_excerpt",,,,,,,simple,,Кровати,,,"1500 х 1110 х 2130|1700 х 1110 х 2130|1900 х 1110 х 2130",1|1|0,,,,,,,,,,,,,,,,,"140 x 200|160 x 200|180 x 200",0|1|0,,,,,,,,111см,2|0|0,,6см,3|0|0,,,,,,,
"Кровать Олеос",oleos,,531,,"<div class=""product_subtitle"">ОПИСАНИЕ</div>
Стильная модель в скандинавском дизайне с эффектными деревянными ножками, отлично освежит и осовременит интерьер. Комплектуется вместительной системой хранения на безопасных и прочных газовых механизмах подъема.
<div class=""product_subtitle"">ТЕХНИЧЕСКИЕ ХАРАКТЕРИСТИКИ</div>
<strong>Комплектация</strong>: система хранения с ящиком для белья глубиной 15 см
<strong>Материал каркаса и б/я</strong>: ДСП, ЛДСП, фанера березовая влагостойкая, МДФ, ДВП
<strong>Реечное основание</strong>: разборное
<strong>Подъемный механизм</strong>: EKSAN 142RSD
усиленный производство Турция
<strong>Ножки</strong>: дерево, высота 12 см
<strong>Обивка на выбор</strong>: велюр, рогожка
<div class=""beds__desc"">
<div class=""image"" style=""margin: 0 auto;""><img class=""alignnone wp-image-493 size-full"" src=""http://naturavera.org/wp-content/themes/storefront-child/assets/img/icons-card/bads-cloth.png"" alt="""" width=""1513"" height=""580""></div>
</div>",publish,,270,"2021-11-18 01:08:50",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/oleos1-scaled.jpg ! alt :  ! title : олеос1 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/oleos-interer-scaled.jpg ! alt :  ! title : олеос интерьер ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/oleos2-scaled.jpg ! alt :  ! title : олеос2 ! desc :  ! caption : ",,https://naturavera.org/product/oleos/,0,"Naturavera #post_title #separator_saтовары для сна по разумным ценам","Naturavera #post_title #separator_saтовары высокого качества. Для покупки по оптовым ценам звоните по телефону  7-495-105-92-94#post_excerpt",,,,,,,simple,,Кровати,,,"1510 х 1130 х 2100|1710 х 1130 х 2100|1910 х 1130 х 2100",1|1|0,,,,,,,,,,,,,,,,,"140 x 200|160 x 200|180 x 200",0|1|0,,,,,,,,113см,2|0|0,,12см,3|0|0,,,,,,,
"Кровать Рамона",ramona,,536,,"<div class=""product_subtitle"">ОПИСАНИЕ</div>
Простая и удобная мягкая кровать с низкой спинкой и компактными размерами. Современный и стильный дизайн подойдет для небольших пространств. Комплектуется вместительной системой хранения на безопасных и усиленных газовых механизмах подъема. Каркас решетки разборный с упругими березовыми ламелями.
<div class=""product_subtitle"">ТЕХНИЧЕСКИЕ ХАРАКТЕРИСТИКИ</div>
<strong>Комплектация</strong>: система хранения с ящиком для белья глубиной 15 см
<strong>Материал каркаса и б/я</strong>:ДСП, ЛДСП, фанера березовая влагостойкая, МДФ, ДВП
<strong>Реечное основание</strong>: разборное
<strong>Подъемный механизм</strong>: EKSAN 142RSD усиленный
производство Турция
<strong>Ножки</strong>: пластик, высота 6 см
<strong>Обивка на выбор</strong>: велюр, рогожка
<div class=""beds__desc"">
<div class=""image"" style=""margin: 0 auto;""><img class=""alignnone wp-image-493 size-full"" src=""http://naturavera.org/wp-content/themes/storefront-child/assets/img/icons-card/bads-cloth.png"" alt="""" width=""1513"" height=""580""></div>
</div>",publish,,280,"2021-11-18 01:12:12",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/ramona1-scaled.jpg ! alt :  ! title : рамона1 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/ramona-interer-scaled.jpg ! alt :  ! title : рамона интерьер ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/ramona2-scaled.jpg ! alt :  ! title : рамона2 ! desc :  ! caption : ",,https://naturavera.org/product/ramona/,0,"Naturavera #post_title #separator_saтовары для сна по разумным ценам","Naturavera #post_title #separator_saтовары высокого качества. Для покупки по оптовым ценам звоните по телефону  7-495-105-92-94#post_excerpt",,,,,,,simple,,Кровати,,,"1300 x 980 x 2130|1500 х 980 х 2130|1700 х 980 х 2130|1900 х 980 х 2130",1|1|0,,,,,,,,,,,,,,,,,"120 x 200|140 x 200|160 x 200|180 x 200",0|1|0,,,,,,,,98см,2|0|0,,6см,3|0|0,,,,,,,
"Кровать Стефано",stefano,,542,,"<div class=""product_subtitle"">ОПИСАНИЕ</div>
Базовая легкая и современная модель с интересным декором «пуговицы» и компактными размерами. Такая кровать идеально впишется в любой интерьер. Комплектуется вместительной системой хранения на безопасных и прочных газовых механизмах подъема
<div class=""product_subtitle"">ТЕХНИЧЕСКИЕ ХАРАКТЕРИСТИКИ</div>
<strong>Комплектация</strong>: система хранения с ящиком для белья глубиной 15 см
<strong>Материал каркаса и б/я</strong>: ДСП, ЛДСП, фанера березовая влагостойкая, ДВП
<strong>Реечное основание</strong>: разборное
<strong>Подъемный механизм</strong>: EKSAN 142RSD усиленный
производство Турция
<strong>Ножки</strong>: пластик, высота 6 см
<strong>Обивка на выбор</strong>: велюр, рогожка
<div class=""beds__desc"">
<div class=""image"" style=""margin: 0 auto;""><img class=""alignnone wp-image-493 size-full"" src=""http://naturavera.org/wp-content/themes/storefront-child/assets/img/icons-card/bads-cloth.png"" alt="""" width=""1513"" height=""580""></div>
</div>",publish,,290,"2021-11-18 01:15:49",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/stefano1-scaled.jpg ! alt :  ! title : Стефано1 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/stefano-interer-scaled.jpg ! alt :  ! title : стефано интерьер ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/stefano2-scaled.jpg ! alt :  ! title : Стефано2 ! desc :  ! caption : ",,https://naturavera.org/product/stefano/,0,"Naturavera #post_title #separator_saтовары для сна по разумным ценам","Naturavera #post_title #separator_saтовары высокого качества. Для покупки по оптовым ценам звоните по телефону  7-495-105-92-94#post_excerpt",,,,,,,simple,,Кровати,,,"1500 х 1000 х 2110|1700 х 1000 х 2110|1900 х 1000 х 2110",1|1|0,,,,,,,,,,,,,,,,,"140 x 200|160 x 200|180 x 200",0|1|0,,,,,,,,100см,2|0|0,,6см,3|0|0,,,,,,,
"ВЛАГОЗАЩИТНЫЙ ЧЕХОЛ Acua Cap",acua-cap,,550,,"<div class=""card__desc"">
<p>Влагостойкий чехол натяжной для защиты от влаги и загрязнений. Верхний слой из мягкой махровой ткани не дает постельному белью соскальзывать с поверхности. Внутренний слой - полиуретановая мембрана из водонепроницаемого гипоаллергенного полотна надежно защищает матрас от влаги и загрязнений.</p>
<div class=""title"">Состав</div>
<div class=""card__desc_list"">
<ul>
 	<li>Хлопкоэфирное полотно с ПУ покрытием (80% хлопок   20% ПЭ   ПУ)</li>
</ul>
</div>
<div class=""card__desc_add more-el"">
<div class=""item"">
<div class=""bg-img g"">&nbsp;</div>
<div class=""title"">100% защита от влаги</div>
</div>
<div class=""item"">
<div class=""bg-img hz"">&nbsp;</div>
<div class=""title"">Защита от загрязнений</div>
</div>
<div class=""item"">
<div class=""bg-img hz"">&nbsp;</div>
<div class=""title"">Продлевает срок службы матрас</div>
</div>
<div class=""item"">
<div class=""bg-img hz"">&nbsp;</div>
<div class=""title"">Удобен в эксплуатации</div>
</div>
<div class=""item"">
<div class=""bg-img hz"">&nbsp;</div>
<div class=""title"">Легко надевается и снимается</div>
</div>
<div class=""item"">
<div class=""bg-img hz"">&nbsp;</div>
<div class=""title"">Гипоаллергенный</div>
</div>
<div class=""item"">
<div class=""bg-img hz"">&nbsp;</div>
<div class=""title"">Натяжной</div>
</div>
</div>
</div>",publish,,340,"2021-11-18 13:15:58",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/vlagostojkij-namatrasnik-aqua-cap-scaled.jpg ! alt :  ! title : влагостойкий наматрасник Aqua Cap ! desc :  ! caption : ",,https://naturavera.org/product/acua-cap/,0,"Naturavera #post_title #separator_saтовары для сна по разумным ценам","Naturavera #post_title #separator_saтовары высокого качества. Для покупки по оптовым ценам звоните по телефону  7-495-105-92-94#post_excerpt",,,,,,,simple,,"Аксессуары > Наматрасники",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Подушка Carbon Air",carbon-air,,572,,"<div class=""card__desc"">
<div class=""product_subtitle"">ОПИСАНИЕ</div>
Подушка из искусственного полиэфирного микроволокна в чехле из ткани с углеродной нитью. Благодаря, уникальным свойствам наполнителя сон на такой подушке будет по-настоящему комфортным.
<div class=""title"">Чехол</div>
<div class=""card__desc_list"">
<ul>
 	<li>ткань с углеродной нитью</li>
</ul>
</div>
<div class=""title"">Наполнитель</div>
<div class=""card__desc_list"">
<ul>
 	<li>силиконизированное микроволокно</li>
</ul>
</div>
<div class=""card__desc_add more-el"">
<div class=""item"">
<div class=""bg-img p4"">&nbsp;</div>
<div class=""title"">Классическая форма</div>
</div>
<div class=""item"">
<div class=""bg-img p5"">&nbsp;</div>
<div class=""title"">Силиконизированное микроволокно</div>
</div>
<div class=""item"">
<div class=""bg-img p6"">&nbsp;</div>
<div class=""title"">Дышащий чехол из ткани с углеродной нитью</div>
</div>
</div>
</div>",publish,,320,"2021-11-18 13:25:21",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/podushka-carbon-air-800h800dpi-01.jpg ! alt :  ! title : Подушка Carbon Air (800х800dpi)-01 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/img_5744-scaled.jpg ! alt :  ! title : IMG_5744 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/img_5729-scaled.jpg ! alt :  ! title : IMG_5729 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/img_5723-scaled.jpg ! alt :  ! title : IMG_5723 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/img_5719-scaled.jpg ! alt :  ! title : IMG_5719 ! desc :  ! caption : ",,https://naturavera.org/product/carbon-air/,0,"Naturavera #post_title #separator_saтовары для сна по разумным ценам","Naturavera #post_title #separator_saтовары высокого качества. Для покупки по оптовым ценам звоните по телефону  7-495-105-92-94#post_excerpt",,,,,,,simple,,"Аксессуары > Подушки",,,,,,,,,,,,,,,,,,50х70,1|1|0,,,,,,,,"14 см",0|1|0,,,,,,,,низкая,2|1|0,,,,
"Подушка Inari",inari,,582,,"<div class=""card__desc"">
<div class=""product_subtitle"">ОПИСАНИЕ</div>
Уникальная латексная подушка анатомической формы, разработанная по современной технологии Latex Air с наполнителем из натурального гранулированного латекса.
<div class=""title"">Чехол</div>
<div class=""card__desc_list"">
<ul>
 	<li>мягкий трикотажный чехол</li>
</ul>
</div>
<div class=""title"">Наполнитель</div>
<div class=""card__desc_list"">
<ul>
 	<li>натуральный гранулированный латекс</li>
</ul>
</div>
<div class=""card__desc_add more-el"">
<div class=""item"">
<div class=""bg-img p1"">&nbsp;</div>
<div class=""title"">Анатомическая форма</div>
</div>
<div class=""item"">
<div class=""bg-img p2"">&nbsp;</div>
<div class=""title"">Оптимальная поддержка головы и шеи</div>
</div>
<div class=""item"">
<div class=""bg-img p3"">&nbsp;</div>
<div class=""title"">Мягкий трикотажный чехол</div>
</div>
</div>
</div>",publish,,310,"2021-11-18 13:25:29",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/podushka-inari-800h800dpi-01.jpg ! alt :  ! title : Подушка Inari (800х800dpi)-01 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/img_5691-scaled.jpg ! alt :  ! title : IMG_5691 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/img_5693-scaled.jpg ! alt :  ! title : IMG_5693 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/img_5695-scaled.jpg ! alt :  ! title : IMG_5695 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/img_5703-scaled.jpg ! alt :  ! title : IMG_5703 ! desc :  ! caption : ",,https://naturavera.org/product/inari/,0,"Naturavera #post_title #separator_saтовары для сна по разумным ценам","Naturavera #post_title #separator_saтовары высокого качества. Для покупки по оптовым ценам звоните по телефону  7-495-105-92-94#post_excerpt",,,,,,,simple,,"Аксессуары > Подушки",,,,,,,,,,,,,,,,,,35х55,1|1|0,,,,,,,,"13 см",0|1|0,,,,,,,,средняя,3|1|0,,,,
"Подушка Saima",saima,,591,,"<div class=""card__desc"">
<div class=""product_subtitle"">ОПИСАНИЕ</div>
Подушка Saima - это сочетание классических форм и современных технологий. Гармонично подобранная пропорция состава наполнителя из натурального гранулированного латекса и воздушного микроволокна оптимально поддерживает тело спящего человека, максимально расслабляя мышцы всего тела и создавая комфортный сон.
<div class=""title"">Чехол</div>
<div class=""card__desc_list"">
<ul>
 	<li>микрофибра простеганная наполнителем Hollcon 90 г/м2</li>
</ul>
</div>
<div class=""title"">Наполнитель</div>
<div class=""card__desc_list"">
<ul>
 	<li>70% – натуральный гранулированный латекс, 30% – силиконизированное микроволокно</li>
</ul>
</div>
<div class=""card__desc_add more-el"">
<div class=""item"">
<div class=""bg-img p4"">&nbsp;</div>
<div class=""title"">Классическая форма</div>
</div>
<div class=""item"">
<div class=""bg-img p7"">&nbsp;</div>
<div class=""title"">Уникальный наполнитель с высокой воздухопроницаемостью</div>
</div>
<div class=""item"">
<div class=""bg-img p8"">&nbsp;</div>
<div class=""title"">Чехол из микрофибры обладает высокой гигроскопичность</div>
</div>
</div>
</div>",publish,,300,"2021-11-18 13:28:53",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/podushka-saima-800h800dpi-01.jpg ! alt :  ! title : Подушка Saima (800х800dpi)-01 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/img_5707-scaled.jpg ! alt :  ! title : IMG_5707 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/img_5709-scaled.jpg ! alt :  ! title : IMG_5709 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/img_5713-scaled.jpg ! alt :  ! title : IMG_5713 ! desc :  ! caption : ",,https://naturavera.org/product/saima/,0,"Naturavera #post_title #separator_saтовары для сна по разумным ценам","Naturavera #post_title #separator_saтовары высокого качества. Для покупки по оптовым ценам звоните по телефону  7-495-105-92-94#post_excerpt",,,,,,,simple,,"Аксессуары > Подушки",,,,,,,,,,,,,,,,,,50х70,1|1|0,,,,,,,,"14 см",0|1|0,,,,,,,,средняя,2|1|0,,,,
"ТОППЕР COTTON 221",topper-cotton-221,,632,,"<strong>Чехол:</strong>
<ul>
 	<li>Хлопковый жаккард</li>
</ul>
<strong>Состав:</strong>
<ul>
 	<li>Hollcon 20 мм</li>
</ul>",publish,,0,"2021-11-20 13:43:28",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/topper-coton-221-scaled.jpg ! alt :  ! title : топпер COTON 221 ! desc :  ! caption : ",,https://naturavera.org/product/topper-cotton-221/,0,"Naturavera #post_title #separator_saтовары для сна по разумным ценам","Naturavera #post_title #separator_saтовары высокого качества. Для покупки по оптовым ценам звоните по телефону  7-495-105-92-94#post_excerpt",,,,,,,simple,,"Аксессуары > Наматрасники",,,,,,,,,"резинки с 4-х сторон",0|1|0,,,,,,,,,,,,,,,,,"2 см",1|1|0,,,,,,,,,,,,,
"ТОППЕР LATEX 222",topper-latex-222,,634,,"<strong>Чехол:</strong>
<ul>
 	<li>Трикотаж, простеганный высокообъемным наполнителем 250 гр/м2</li>
</ul>
<strong>Состав:</strong>
<ul>
 	<li>Латекс 30 мм</li>
</ul>",publish,,0,"2021-11-20 13:52:27",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/topper-latex-222-scaled.jpg ! alt :  ! title : топпер LATEX 222 ! desc :  ! caption : ",,https://naturavera.org/product/topper-latex-222/,0,"Naturavera #post_title #separator_saтовары для сна по разумным ценам","Naturavera #post_title #separator_saтовары высокого качества. Для покупки по оптовым ценам звоните по телефону  7-495-105-92-94#post_excerpt",,,,,,,simple,,"Аксессуары > Наматрасники",,,,,,,,,"резинки с 4-х сторон",0|1|0,,,,,,,,,,,,,,,,,"5 см",1|1|0,,,,,,,,,,,,,
"ТОППЕР HOLLCON 223",topper-hollcon-223,,636,,"<strong>Чехол:</strong>
<ul>
 	<li>Трикотаж, простеганный высокообъемным наполнителем 250 гр/м2</li>
</ul>
<strong>Состав:</strong>
<ul>
 	<li>Hollcon 20 мм</li>
</ul>",publish,,0,"2021-11-20 13:54:49",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/topper-hollcon-223-scaled.jpg ! alt :  ! title : топпер Hollcon 223 ! desc :  ! caption : ",,https://naturavera.org/product/topper-hollcon-223/,0,"Naturavera #post_title #separator_saтовары для сна по разумным ценам","Naturavera #post_title #separator_saтовары высокого качества. Для покупки по оптовым ценам звоните по телефону  7-495-105-92-94#post_excerpt",,,,,,,simple,,"Аксессуары > Наматрасники",,,,,,,,,"резинки с 4-х сторон",0|1|0,,,,,,,,,,,,,,,,,"4 см",1|1|0,,,,,,,,,,,,,
"ТОППЕР COCOS/LATEX 225",topper-cocos-latex-225,,638,,"<strong>Чехол:</strong>
<ul>
 	<li>Трикотаж, простеганный высокообъемным наполнителем 250 гр/м2</li>
</ul>
<strong>Состав:</strong>
<ul>
 	<li>Латекс 20 мм</li>
 	<li>Кокос 5 мм</li>
</ul>",publish,,0,"2021-11-20 13:55:44",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/topper-cocos-latex-225-scaled.jpg ! alt :  ! title : топпер COCOS LATEX 225 ! desc :  ! caption : ",,https://naturavera.org/product/topper-cocos-latex-225/,0,"Naturavera #post_title #separator_saтовары для сна по разумным ценам","Naturavera #post_title #separator_saтовары высокого качества. Для покупки по оптовым ценам звоните по телефону  7-495-105-92-94#post_excerpt",,,,,,,simple,,"Аксессуары > Наматрасники",,,,,,,,,"резинки с 4-х сторон",0|1|0,,,,,,,,,,,,,,,,,"4.5 см",1|1|0,,,,,,,,,,,,,
